actual_label,model_RF,model_LR
1,0.765870587695517,0.5861929999437935
1,0.8382790027634025,0.9136310714049175
0,0.09033331290896877,0.16202678971327736
1,0.8558488340090458,0.6708367470919068
0,0.27534223918293665,0.48964969438896494
0,0.1329125410420374,0.30195224347866406
1,1.0,0.9251380987408574
1,0.8358723926950191,0.8282855423135904
1,0.8405728079165299,0.6699999857172423
0,0.013650345822942389,0.31004379564647744
1,0.8627748611825576,0.9676587706832029
0,0.12989591687859514,0.22425284783315963
1,0.708764040599407,1.0
1,0.6835288387777454,0.9030876965763436
1,1.0,0.7881568589588902
0,0.11047841247314469,0.24526757558320722
0,0.0,0.22470268321417247
0,0.04526678104011411,0.0
1,0.7922648240785679,0.7337870047544511
1,0.8820000548924727,0.7898135673614102
0,0.23321947825879702,0.12510467817202484
1,0.9014921827664788,0.8107818633668451
1,0.7032709540044005,0.7538353482639201
0,0.20106606652523182,0.3392645403977783
0,0.018591080383413228,0.3193602285918316
1,0.7070535525478983,0.7800875917652714
1,0.6623436538249611,0.5039016795656404
0,0.0,0.5223300929626107
1,0.9596314233287013,0.7244596202571942
1,0.9032917551468331,0.7354404383348764
1,0.9464998054967195,0.6883462472341103
1,0.8058969599036445,0.6620859019082035
1,0.916521154829772,1.0
0,0.0,0.44948797766949433
0,0.27946312770680326,0.27999081264398074
0,0.1765679745007545,0.18064997220246942
1,0.8940664400223748,0.8614412373024756
0,0.20700349485729197,0.2132834567184871
0,0.001941726819466999,0.16575987470184222
1,0.575294033691343,0.8108590658711394
0,0.04319187507255551,0.12059160554981994
0,0.23473759219093682,0.24540756752061788
0,0.2535137122763093,0.2367597666118944
0,0.0,0.3085284838264264
0,0.0028350948797678244,0.08855534765439042
1,0.6915146471088741,0.8778245435177774
0,0.09640424095997764,0.03686393126890908
0,0.0,0.09693800270817705
1,0.5866922350789802,0.6547934893537661
0,0.02672470553886691,0.007030680972737929
1,0.8129380754337509,0.9328192110094193
1,0.6229108490369765,0.5755705542858366
1,0.7826294735042351,0.6241950592667991
0,0.3087829224212723,0.4259733878875956
0,0.0,0.09729511366634293
1,0.7690331362384191,0.7161343166751426
0,0.3037135100626159,0.017834779835023573
1,0.7372597414454286,0.8999312173720833
0,0.06394954637123716,0.3524125239543917
0,0.3245243721459711,0.33301026274222045
1,0.7540696881542679,0.8467553690749099
1,0.9656742537808352,0.7632460399835058
1,0.8643448086690798,0.6556121999511628
1,0.7485733020635246,0.6033055248001162
0,0.22195357958962955,0.43218299481710065
1,0.8480674270769057,0.8876647689107863
1,0.953132423150371,0.6252052391039237
0,0.06774816932024723,0.20716971828016423
0,0.15618091001724294,0.14597928326269763
1,0.7907726480593045,0.546922072972965
0,0.25562222124596773,0.23197724779183443
1,0.6462231208333736,0.6752113204369448
0,0.30254655723567836,0.02854340006677661
0,0.21994931582556249,0.0
0,0.0,0.0
0,0.33123942382207505,0.1331432970149649
1,1.0,0.7346829053235152
1,0.9502750954324112,0.5924458541707831
1,1.0,0.8671330969783011
1,0.8128057072403883,0.7382016224790668
0,0.0,0.303839355907757
1,0.5233819323248713,0.7170760577662126
1,0.8382623065801638,0.608318825662721
1,0.711203178840503,0.7705411628049506
1,0.6628135582508974,0.522718587836702
1,0.7905879974046988,0.8470989337145967
1,0.8923377931791933,0.581313142827636
1,0.5820863679856779,0.9152818547760209
1,0.7326683569579423,0.6890779656764554
1,1.0,0.9412560329357851
0,0.0,0.0
0,0.28046417807474344,0.07800145386881235
1,0.7272903857676509,0.8185682904327427
0,0.2318690639774929,0.4106894768168159
0,0.31459912608043006,0.49998960349668603
1,0.9111922650477533,0.7574459094625572
1,0.9363739403320814,1.0
1,0.6272609699888065,0.6978603810314226
0,0.3170489560111948,0.39777817202533505
0,0.02209603280477701,0.030407420547325065
1,0.8389312648357308,0.8256360912353858
1,0.838736928049584,0.32849525264583984
0,0.22276838383043712,0.0
1,0.8505435014090286,0.8340018236545377
0,0.02342850322129153,0.0
1,0.5975198881556426,0.8268509299420532
1,0.9308523019942653,0.9131624617462255
1,0.8278751866278373,0.65976236531071
1,0.9724065261436727,0.5755884679786444
0,0.1432900598718198,0.11464640914614703
0,0.0,0.02615378254684661
0,0.2949194521506159,0.18178155955713482
1,0.7444444085508339,0.7683763124798548
1,0.8513005186131533,0.6949181778425745
1,0.7028810857280722,1.0
0,0.39664525653505356,0.07050731245634445
0,0.018515276372520456,0.45045797226595624
1,0.7493855368840738,0.5625769374638196
1,0.8161173054045975,0.7630999625894789
1,0.6361726509369563,0.9629589735386526
0,0.19957792928813928,0.4036442874055972
0,0.39178657162012354,0.1243535784139577
1,0.7264306758959435,0.8499125496128421
1,0.8592714228547589,0.8258122350595607
0,0.0,0.10281094785330684
1,0.7941606199272739,0.8608709886866535
0,0.10304365711106919,0.5352485909694271
0,0.027225359638442262,0.28490611971127355
1,0.9622175704442798,0.8519441482327208
1,0.7510634477564258,0.8709878960761274
1,0.7733783769359619,0.48702421067607476
0,0.09342106878163933,0.28284044117713203
1,0.5124776192352386,0.5669832765290651
1,0.6302020339884559,0.6438203506743961
1,0.9441640229180325,1.0
0,0.0,0.1544129102614142
1,0.6850526975576442,0.6167686612270391
1,0.7400419915565355,0.9574648642022506
1,1.0,0.5794181394883722
0,0.26529056482445534,0.11946455404585812
1,0.7164244209420351,0.97482939023751
0,0.34567705456733266,0.2076981617554327
0,0.038922626924832046,0.0
1,0.9513649705601008,0.8479181305780714
0,0.0,0.12863614123162842
1,0.9609886747683736,1.0
0,0.08907995317935216,0.09088634942585597
1,0.6457243638588096,0.9392206752706668
1,0.7674284580385529,1.0
1,0.8416016269580322,0.5968302197139174
0,0.07578773542114317,0.1652216562635253
0,0.23309302589929856,0.2699525493460011
0,0.06255091745038988,0.045677764540248605
0,0.24305585908970367,0.24865309040740952
1,0.8663333093054899,0.7095143482489215
0,0.14086154179380975,0.15588783711319426
0,0.08379265314510752,0.2088089106874601
0,0.1727311193647899,0.21282764880414157
0,0.23253806145505487,0.22949853843368725
1,1.0,0.6422112578177789
1,0.9409130632697271,0.6500690896170445
0,0.29639849247237615,0.17865423401153052
1,1.0,0.7419436245775569
1,0.8773937715151766,0.6710071188096091
0,0.22269652669675533,0.2583091355754833
0,0.25560226114824813,0.0
0,0.0,0.06851607339638871
0,0.08341475453718657,0.1496129912834862
0,0.0740746099961499,0.04589926633449112
0,0.24714209658293423,0.4932556426656004
1,0.7738738156668202,0.7533951324104914
0,0.1707335138211454,0.2318185420806626
1,0.9631181930222696,0.6630184725662172
0,0.2794726108056208,0.19715979433286704
0,0.12574184954381293,0.0
1,0.6995007354682666,0.7194329335028868
1,0.9702912097479783,0.581338482852764
1,0.9160836771364799,0.7000673547438908
0,0.0,0.0
0,0.10302690916375787,0.0
0,0.17482731930251436,0.46350675281258
0,0.2668244575681547,0.34947159483935764
1,0.9365152242409657,0.9874270804647417
0,0.19258590017632102,0.4497898285407663
0,0.23778712970382837,0.3211377363496059
1,0.809620520356723,0.6684836366317558
0,0.0489222467729159,0.013294829672187924
0,0.1108103413438119,0.4064140289809454
0,0.15284867799601623,0.2116222353897303
0,0.1447981124972115,0.6489241069487433
1,0.5171640643334794,0.6842823643180643
1,0.7403774997605853,1.0
1,0.8084308479633728,0.7217774776747641
0,0.10779450121414486,0.4404887475065661
1,0.7629764306732622,1.0
1,0.8731987056206881,0.5658690129274718
0,0.0,0.11270034590764368
1,0.5557936679073183,0.5640637393742645
0,0.09777453137449876,0.0
1,0.9146171608252684,0.8700720330944911
1,1.0,0.7146068933551761
0,0.267319235864211,0.20942593817422453
0,0.0,0.30012304429519043
0,0.11514491409348432,0.0
1,0.8384951571622294,0.98161788071227
0,0.17663866753853882,0.13716305059881484
1,0.8808956829414312,0.8458322351228144
0,0.0124426580308859,0.31172831106113846
0,0.1597414631326114,0.44674338093749133
1,0.8630484244664194,0.7311256701990541
1,0.9238506429955489,0.36774525737227254
1,0.6791422750080812,0.760282970421641
0,0.09822646991356529,0.2361272344690882
0,0.0,0.013833045354778917
0,0.05678070486333388,0.22654831779792897
1,0.7213377660543435,0.6850166817492676
1,0.6470623237748836,0.5083042891291482
0,0.17484182253489775,0.3208672811016711
1,0.7916081851932097,0.6485294728383968
0,0.0,0.12685174134732757
1,0.8323261953952634,0.6667358074883248
1,0.6607513803816459,0.9723861475435465
1,0.8728533438785773,0.7426350908807895
0,0.0,0.21423796769824788
1,0.804500980779641,0.6706854922104486
0,0.1075255006670241,0.28331602800588296
1,0.8454652827425495,0.9928772487211209
0,0.16870459164770202,0.31661494714757116
1,0.7617253737467818,0.8736360530402741
0,0.0,0.3091214370591822
0,0.0,0.0
1,0.7124169591361672,0.5922986102941552
1,0.798758017410562,0.7131022691521574
0,0.05876280792013244,0.0693444723512194
1,0.8937817895869198,0.5583833355439204
0,0.10811686211824745,0.0
0,0.005248091283073464,0.0
0,0.10828555605181359,0.15382539967833195
0,0.18387897544748286,0.18750325397260081
0,0.19873270782368765,0.05725032029649643
0,0.43175686979896943,0.2142065382829807
0,0.049663598999487094,0.12190994463649228
0,0.13897820076143994,0.3963032457272927
0,0.21391859202291397,0.1709073624755293
1,0.7964865561198777,0.8753395586523088
1,0.7249072781017021,0.7865784772130447
0,0.0,0.0
0,0.07337481614204766,0.18368152836730844
1,0.6389446380923298,0.5275876621208371
1,0.5410089978314333,0.7305382491209542
1,0.6806481737494121,0.615876452898476
1,0.6429362418850318,0.8187533460272656
1,0.8875679817939423,0.5083762192560839
1,0.8901637756121441,0.7526463285502988
0,0.014418106562868765,0.3030348048613749
0,0.11096570541553183,0.36336720247561916
0,0.0,0.0624498035808399
0,0.07584900747259588,0.20319517499729153
1,0.8598472851053518,0.7831464551240833
1,0.9237406834421154,1.0
1,0.693042937746303,0.4833605890649754
0,0.30777822907912794,0.03600154188721122
0,0.0,0.7048032486924944
0,0.0,0.15084248888792456
1,0.9064492798456815,0.40962111421741065
0,0.40066818428448703,0.09514097419733013
0,0.2240147982275543,0.0
1,0.7939486420198981,0.7933657282421076
1,0.4707224380216687,0.8957612568500795
1,0.49663294159347815,0.5859007722896244
0,0.16941143053438035,0.11526969399472878
0,0.09629059956432381,0.36625774796640426
0,0.0,0.0
0,0.1598298871245076,0.0
1,0.8172697051261715,0.708939267291185
0,0.29166238028104086,0.06457972925597272
0,0.1704903424519051,0.1471039584547542
1,0.9842591552501577,0.5225249425068261
0,0.151199104432322,0.2385764274658714
0,0.1326997507788996,0.17313804466760205
0,0.3096468279370773,0.2988542889619459
0,0.0032338679937848336,0.23607191008645265
0,0.5721671179899241,0.23720421304928424
1,0.8562886217250104,0.4896646761845796
1,0.8571243879256509,0.8386664792960771
0,0.2287643960958896,0.14044404767520044
0,0.43157047129974635,0.17001230462306882
0,0.268876111750891,0.38868758775034573
1,0.5592416031494115,0.620501599826959
1,1.0,0.9932131791226202
1,0.7488655130832474,1.0
0,0.16607326092589852,0.3355011987255869
0,0.0,0.023488254061864083
0,0.22893030271858433,0.0
0,0.05229385648986716,0.3941902845667894
0,0.16502544569902106,0.22004931103959435
1,0.7573851491958825,0.6158644552521368
0,0.4387519202603778,0.4112412218760085
1,1.0,0.5949194014419944
1,0.8069769755322113,0.6736520535184304
1,0.8095966567053282,0.844480265577059
0,0.09398355504757273,0.0
1,0.9659009437254179,0.730293436270728
0,0.10066201944999342,0.39604469310440504
0,0.0867994088031451,0.2379999338518034
0,0.2967889295497447,0.4245367406282625
0,0.06925513570250258,0.40404842444107963
1,0.7943367448327204,0.7513929001958916
1,0.5628033827733511,0.32938655225567015
1,0.905628551768475,0.5509609868612448
0,0.44113004087728025,0.3374001402292081
0,0.2581838059199688,0.0
1,1.0,0.6911953340543491
0,0.02308467957340038,0.2609265104640258
1,0.8354486423042301,1.0
1,0.6585260113445917,0.6464964546382055
1,0.7658351681627986,0.6341722123650367
1,0.9158317216028757,0.74055976203081
0,0.16527309196549478,0.26316433456581845
0,0.0,0.17223557106870307
0,0.0,0.3888683027994459
0,0.0,0.056154110054875084
0,0.22371788849093854,0.22162896800822784
1,1.0,0.8301382878444634
0,0.35436873660003193,0.12795809421694582
1,0.5156022201280904,0.901147788580794
1,1.0,0.776812537423623
1,0.940460062552197,0.8919922283674093
0,0.0,0.23493873944878976
1,0.7545197574934254,0.8177528228677011
0,0.3143283617243714,0.08616948376711606
0,0.23256502664021778,0.08646109306557981
0,0.0,0.42039136638717983
0,0.24161132336942912,0.3143918800136598
0,0.0,0.015866270079967715
0,0.1165766736364183,0.23255541643786967
1,0.9706935154100074,0.3227203103636234
0,0.15275913233569796,0.09669077053410503
0,0.07515936750570812,0.37298498179158307
1,0.9334019380658524,0.7274737940319913
1,0.9462127722629872,0.7712242805398857
1,0.9965059539300425,0.20705137562636206
0,0.2811513642669581,0.12939434873549271
1,0.962206219090572,0.8108890002888983
1,0.9099362836156302,0.8337521775717012
0,0.18982929736747078,0.37322402804018556
0,0.16342634996457212,0.16215360468078294
1,0.7644110421353897,0.7201819537276533
0,0.0,0.0
0,0.006703273677028693,0.16318612294882437
1,0.7576978277097186,0.5229164887683964
1,0.8362178239403644,0.41738337843502504
1,1.0,0.5546677133800959
1,0.7937304158186731,1.0
1,0.9505214436316496,0.7012989837276102
0,0.3118973484648181,0.23957792534420586
0,0.11528298034668134,0.10757067478434992
1,0.8892035317055276,0.42770081649865854
0,0.11347079374127077,0.3685003624873473
0,0.3483203841117715,0.0
1,0.8953765007398898,0.6501373181775015
1,0.6214274367967467,0.7401693214469891
0,0.174228697823077,0.24148813581737394
0,0.39721682427358196,0.06923547118480344
1,0.7728153448179949,0.41916693305010466
0,0.2171572545142602,0.055803207379621134
1,0.8818818256608718,0.6152235622284609
1,0.6445065651253099,0.6108431708720856
1,0.8766061923820271,0.9246105462373686
0,0.0,0.0
1,0.7061563840397906,0.8041762693988687
0,0.3113584451241288,0.22849346669922485
